0,0 VDA Information Security Assessment (DE),,,,,,,
,,,"Level 2:  Gemanagt
- Es wurde eine Risikobetrachtung bezüglich der zu schützenden Assets in bestimmten Bereichen/Zonen durchgeführt.
- Auf Basis der Risikobetrachtung wurden Sicherheitsanforderungen für die in einer Zone befindlichen Assets ermittelt.
- Entsprechend den Sicherheitsanforderungen für bestimmte Zonen werden Maßnahmen umgesetzt (z.B.: Hindernisse wie solide Wände, über Zutrittskarten kontrollierte Zugänge oder mit Pförtnern besetzte Empfangsbereiche).
- Für den Prozess zum Schutz von Sicherheitszonen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess für den Schutz von Sicherheitszonen ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationsschutz, Sicherheit, Risikomanagement, Security Incident Management. usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
9.2,9.2 Schutz gegen äußere und umgebungsbezogene Bedrohungen ,3,(Referenz zu ISO 27002: Control 9.1.4),1,1,,2,3
,,,,,,,,
,,,"<h1>In wie weit ist das Unternehmen auf physikalische Bedrohungen (z.B. Feuer, Erdbeben usw.) vorbereitet?</h1>",,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es erfolgen keine Analysen und Maßnahmen zum Schutz vor physikalischen Bedrohungen.",,,,,
,,,"Level 1:  Durchgeführt
- Es erfolgen Analysen und Maßnahmen zum Schutz vor physikalischen Bedrohungen.
  Dies erfolgt weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Es wurde eine Risikobetrachtung bezüglich physikalischen Bedrohungen für Sicherheitszonen durchgeführt.
- Auf Basis der Risikobetrachtung wurden Sicherheitsanforderungen für die Sicherheitszone ermittelt.
- Entsprechend den Sicherheitsanforderungen werden Maßnahmen umgesetzt (z.B.: Doppelter Boden, Feuermelder, Wassermelder, Notfallpläne, usw.) 
- Für den Prozess zum Schutz vor physikalischen Bedrohungen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess für den Schutz vor physikalischen Bedrohungen ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationsschutz, Sicherheit, Risikomanagement, Security Incident Management. usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
9.3,9.3 Zutrittsmanagement ,3,(Referenz zu ISO 27002: Control 9.1.6),2,2,,2,3
,,,,,,,,
,,,<h1>Wie ist das Zutrittsmanagement im Unternehmen organisiert?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es existieren keine Regeln für den Zutritt zu den Sicherheitszonen.",,,,,
,,,"Level 1:  Durchgeführt
- Der Zutritt zu den Sicherheitszonen wird überprüft.
  Dies erfolgt weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt 
- Es wurde eine Risikobetrachtung des Zutritts zu den Sicherheitszonen durchgeführt.
- Auf Basis der Risikobetrachtung wurden Sicherheitsanforderungen für den Zutritt zu den Sicherheitszonen ermittelt.
- Entsprechend den Sicherheitsanforderungen werden Regeln für den Zutritt zu den Sicherheitszonen definiert sowie entsprechende Maßnahmen umgesetzt.
- Für den Prozess des Zutrittsmanagements sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess des Zutrittsmanagements ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationsschutz, Sicherheit, Risikomanagement, Security Incident Management .usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
9.4,9.4 Schutz von Gütern bei Anlieferung und Versand ,3,(Referenz zu ISO 27002: Control 9.1.6),1,1,,2,3
,,,,,,,,
,,,<h1>Welche Vorsichtsmaßnahmen werden zum Schutz der Waren bei Anlieferung und Versand getroffen?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es sind keine Regeln bzw. Vorsichtsmaßnahmen zum Schutz der Güter getroffen worden.",,,,,
,,,"Level 1:  Durchgeführt
- Einzelne Mitarbeiter schützen die Waren bei Anlieferung und Versand, aber nicht systematisch.
  Dies erfolgt weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Mittels einer Risikobetrachtung wurden die Anforderungen für den Schutz der Waren ermittelt.
- Die Maßnahmen sind definiert und in einer Richtlinie dokumentiert worden.
- Für den Prozess zum Schutz der Waren bei Anlieferung und Versand sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess zum Schutz der Waren bei Anlieferung und Versand ist ganzheitlich im Unternehmen definiert und umgesetzt.
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden.
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
9.5,9.5 Berechtigung zur Entfernung von Betriebsmitteln ,3,"(Referenz zu ISO 27002: Control 9.2.5, 9.2.6 und 9.2.7)",1,1,,2,3
,,,,,,,,
,,,"<h1>Wie ist der Prozess zum Gebrauch von Betriebsmitteln definiert (einschließlich Mitnahme, Entsorgung und Wiederverwendung)?</h1>",,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es sind keine Vorgaben / Regeln bzw. Maßnahmen definiert bezüglich des Umgangs mit Betriebsmitteln (Mitnahme außerhalb des Unternehmensgeländes, Entsorgung und Wiederverwendung).",,,,,
,,,"Level 1:  Durchgeführt
- Für den Umgang mit den Betriebsmitteln (Mitnahme außerhalb des Unternehmensgeländes, Entsorgung und Wiederverwendung) sind einige Regelungen definiert.
  Dies erfolgt weder strukturiert noch organisiert",,,,,
,,,"Level 2:  Gemanagt
- Es wurde eine Risikobetrachtung des Umgangs mit Betriebsmitteln durchgeführt.
- Basierend auf der Risikobetrachtung wurden Regelungen zum Gebrauch von Betriebsmitteln im speziellen für die Mitnahme außerhalb des Unternehmensgeländes, der Entsorgung und der Wiederverwendung definiert.
- Entsprechend der Regelungen sind Prozesse aufgebaut, welche die Einhaltung der Regelungen sicherstellen.
- Der Prozess ist definiert und dokumentiert, entsprechende Regelungen sind veröffentlicht
- Für diese Prozesse sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert 
- Die im Level 2 beschriebenen Prozesse für den Umgang mit Betriebsmitteln sind ganzheitlich im Unternehmen definiert und umgesetzt. 
- Die Prozesse sind über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationsschutz, Sicherheit, Risikomanagement, Security Incident Management .usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
10,10 Communications and Operations Management,,,,,,,
10.1,10.1 Hard- und Software Dokumentation (Change Management) ,3,(Referenz zu ISO 27002: Control 10.1.2),1,1,,2,3
,,,,,,,,
,,,<h1>In wie weit ist das Änderungs-Management an Systemen im Unternehmen etabliert und werden die Systeme auf dem aktuellsten Stand gehalten?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es existiert kein Änderungs-Management.
- Änderungen werden ohne jede Kontrolle durchgeführt werden",,,,,
,,,"Level 1:  Durchgeführt
- Die Dokumentationen von Konfigurationen und deren Änderungen sind unvollständig und fehlerhaft.
  Betroffene Stellen werden nicht über Änderungen informiert.
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Jede Änderung an Systemen, die für die Fortführung des Betriebes notwendig sind, durchläuft einen definierten formellen Prozess.
- Jede Änderung wird geplant, getestet und bezüglich seiner Auswirkungen bewertet.
- Ein Genehmigungsverfahren für Änderungen ist vorhanden.
- In wichtigen Bereichen wird das Änderungs-Management durch Software unterstützt.
- Für den Fehler-Fall sind Rückfall-Lösungen erarbeitet und getestet.
- Der Prozess wird für alle Änderungen konsequent angewandt.
- Für den Änderungs-Management-Prozess an Systemen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebenen Änderungs-Management-Prozess an Systemen ist ganzheitlich im Unternehmen definiert und umgesetzt.
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Incident-Management; Betriebsmanagement, usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet
- Abgeleitet aus den Kennzahlen werde Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
10.2,"10.2 Trennung der Entwicklungs-, Test- und Produktivumgebung ",3,(Referenz zu ISO 27002: Control 10.1.4),1,1,,2,3
,,,,,,,,
,,,<h1>In wie weit sind die Entwicklungs- und Testumgebungen von den Produktivumgebungen getrennt?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es sind keine separaten Entwicklungs-, Test- und Produktivumgebungen vorhanden.",,,,,
,,,"Level 1:  Durchgeführt
- Die Entwicklungs-, Test- und Produktivumgebungen sind zum Teil getrennt.
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Entwicklungs-, Test- und Produktivsysteme sind aufgebaut und im Betrieb.
- Es sind Vorgaben zur Überführung von Software aus dem Entwicklungs- in den Produktivstatus definiert.
- Die Änderungen werden ausschließlich nach diesem Verfahren durchgeführt.
- In Testsysteme werden keine sensitive Daten verwendet. Sofern notwendig, werden die Daten anonymisiert.
- Für Test- und Produktivsysteme sind unterschiedliche Benutzerprofile eingerichtet.
- Entwicklungs- und Systemwerkzeuge sind nicht auf Produktivsystemen vorhanden.
- Für Prozess Trennung der Systemumgebungen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess Trennung der Systemumgebungen ist ganzheitlich im Unternehmen definiert und umgesetzt.
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Change-Management).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
10.3,10.3 Überprüfung der von Fremdfirmen erbrachten Leistungen ,3,(Referenz zu ISO 27002: Control 10.2.2),1,1,,2,3
,,,,,,,,
,,,"<h1>Wie werden die durch Fremdfirmen erbrachten Leistungen, Berichte und Aufzeichnungen im Bezug auf die Informationssicherheit überwacht und überprüft?</h1>",,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es findet keine Überwachung und Überprüfung der Leistungen, Berichte und Aufzeichnungen von Dritten statt.",,,,,
,,,"Level 1:  Durchgeführt
- Es findet eine Überwachung und Überprüfung der vereinbarten Leistungen, Berichte oder Aufzeichnungen statt.
- Die Qualität der Überwachung/Überprüfung hängt von dem Wissen einzelner Personen in den beauftragenden Fachabteilungen ab.
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Im Bezug auf die Informationssicherheit wird folgendes überwacht und überprüft:
   - Einhaltung der vertraglichen Vereinbarungen
   - von Dritten erstellte Serviceberichte 
   - von Dritten erstellte Dokumentationen
   - Umsetzung der technischen und organisatorischen Vorgaben
- Für den Prozess Überwachung der Dienstleistungen von Dritten werden Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess Überwachung der Dienstleistungen Dritter ist ganzheitlich im Unternehmen definiert und umgesetzt
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationssicherheit, Change Management, Qualitätsmanagement)
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet
- Abgeleitet aus den Kennzahlen werde Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
10.4,10.4 Antivirus Programm ,3,(Referenz zu ISO 27002: Control 10.4.1),2,2,,2,3
,,,,,,,,
,,,"<h1>In wie weit ist der Schutz vor Schadsoftware (Viren, Würmer, …) im Unternehmen ausgeprägt?</h1>",,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es ist kein Schutz, wie die Erkennung und Verhinderung der Ausführung von Schadsoftware (Viren, Würmer, ...) vorhanden.",,,,,
,,,"Level 1:  Durchgeführt
- Schutzsoftware ist individuell bzw. sporadisch und ohne abgesicherten Aktualisierungsprozess installiert.
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Die zum Schutz gegen Schadsoftware erforderlichen technischen und organisatorischen Maßnahmen sind definiert.
- Mit einer Risikoanalyse wurden die zu schützenden Systeme(-Gruppen) ermittelt.
- Auf den ermittelten Systemen wurden Programme zum Schutz vor Schadsoftware installiert.
- Es werden Softwareaktualisierungen (Updates) sowie aktuelle Erkennungsmuster von Schadsoftware für die Schutzsoftware automatisiert eingespielt.
- Es wird mindestens einmal pro Tag automatisiert geprüft, ob Aktualisierungen der Erkennungsmuster von Schadsoftware verfügbar sind. Diese werden unverzüglich eingespielt.
- Empfangene Dateien und Programme werden vor deren Aktivierung automatisch auf Schadsoftware überprüft (On-Access-Scan).
- Zentrale Gateways (z.B. E-Mail, Internet, Netze von Dritten), sofern vorhanden, prüfen, mittels einer Schutzsoftware, die über das Gateway transportierten Daten incl. verschlüsselter Verbindungen.
- Es wird eine regelmäßige Untersuchung des gesamten Datenbestandes aller Systeme auf Schadsoftware 
durchgeführt.
- Vor dem Datenaustausch bzw. der Datenübertragung wird eine Überprüfung auf Schadsoftware durchgeführt. 
- Es ist sichergestellt, dass die Benutzer die Viren-Schutzsoftware nicht deaktivieren können. 
- Es ist sichergestellt, dass die Benutzer keine sicherheitsrelevanten Änderungen an den Einstellungen der Viren-
Schutzsoftware vornehmen können.
- Für den Prozess zum Schutz vor Schadsoftware sind Prozessverantwortliche benannt.
- Den Prozessverantwortlichen werden ausreichend Ressourcen zur Verfügung gestellt.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess zum Schutz vor Schadsoftware ist ganzheitlich und zentral im Unternehmen definiert und umgesetzt.
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Patch-Management)
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
10.5,10.5 Firewall auf lokalen Systemen ,3,(Referenz zu ISO 27002: Control 10.4.1),1,1,,2,3
,,,,,,,,
,,,<h1>In wie weit ist auf den Systemen eine lokale Firewall und/oder HIDS/HIPS Software installiert?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Auf den Systemen ist keine lokale Firewall und/oder HIDS/HIPS Software installiert.",,,,,
,,,"Level 1:  Durchgeführt
- Lokale Firewall- und/oder HIDS/HIPS- Software sind/ist individuell bzw. sporadisch und ohne abgesicherten Aktualisierungsprozess installiert.
  Die Vorgehensweise ist weder strukturiert noch organisiert",,,,,
,,,"Level 2:  Gemanagt
- Die zum Schutz gegen Schadsoftware erforderlichen technischen und organisatorischen Maßnahmen sind definiert.
- Mit einer Risikoanalyse wurden die zu schützenden Systeme(-Gruppen) ermittelt.
- Aus den ermittelten Systemen wurden lokale Firewalls und/oder HIDS/HIPS Software zum Schutz vor Schadsoftware installiert.
- Es werden Softwareaktualisierungen (Updates) sowie aktuelle Erkennungsmuster von Schadsoftware für die Schutzsoftware automatisiert eingespielt.
- Es wird mindestens einmal pro Tag automatisiert geprüft, ob Aktualisierungen der Erkennungsmuster von Schadsoftware verfügbar sind. Diese werden unverzüglich eingespielt.
- Das zentrale E-Mail-Gateway, sofern vorhanden, ist durch eine lokale Firewall und/oder HIDS/HIPS Software abgesichert. 
- Für die genutzten Internet-Dienste ist ein Schutz vor Schadsoftware über die lokale Firewall- und/oder HIDS/HIPS- Software gewährleistet.
- Es ist sichergestellt, dass die Benutzer die lokale Firewall und/oder HIDS/HIPS Software nicht deaktivieren können. 
- Es ist sichergestellt, dass die Benutzer keine sicherheitsrelevanten Änderungen an den Einstellungen
  der lokalen Firewall und/oder HIDS/HIPS Software vornehmen können.
- Für den Prozess zum Schutz vor Schadsoftware sind Prozessverantwortliche benannt.
- Den Prozessverantwortlichen werden ausreichend Ressourcen zur Verfügung gestellt.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
